"==========","========","=====","======","=====","======","=======","=======","======="
"      Date","    Time"," Temp","SpCond","  TDS","   Sal","  Press","  Depth","Battery"
"     y/m/d","hh:mm:ss","    C"," mS/cm","  g/L","   ppt","   psia"," meters","  volts"
"----------","--------","-----","------","-----","------","-------","-------","-------"
2025/11/25,17:00:08,15.69,0.00,0.00,0.00,14.865,0.115,6.7
2025/11/25,17:05:08,15.72,0.00,0.00,0.00,14.867,0.116,6.7
2025/11/25,17:10:08,15.74,0.00,0.00,0.00,14.866,0.116,6.7
2025/11/25,17:15:08,15.75,0.00,0.00,0.00,14.865,0.115,6.7
2025/11/25,17:20:08,15.74,0.00,0.00,0.00,14.865,0.115,6.7
2025/11/25,17:25:08,15.73,0.00,0.00,0.00,14.864,0.115,6.7
2025/11/25,17:30:08,15.70,0.00,0.00,0.00,14.865,0.115,6.7
2025/11/25,17:35:08,15.66,0.00,0.00,0.00,14.865,0.115,6.7
2025/11/25,17:40:08,15.60,0.00,0.00,0.00,14.859,0.111,6.7
2025/11/25,17:45:08,15.53,0.00,0.00,0.00,14.864,0.114,6.7
2025/11/25,17:50:08,15.47,0.00,0.00,0.00,14.863,0.114,6.7
2025/11/25,17:55:08,15.40,0.00,0.00,0.00,14.863,0.114,6.7
2025/11/25,18:00:08,15.34,0.00,0.00,0.00,14.864,0.115,6.7
2025/11/25,18:05:08,15.28,0.00,0.00,0.00,14.863,0.114,6.7
2025/11/25,18:10:08,15.21,0.00,0.00,0.00,14.865,0.115,6.7
2025/11/25,18:15:08,14.97,0.00,0.00,0.00,14.863,0.114,6.7
2025/11/25,18:20:08,14.79,0.00,0.00,0.00,14.862,0.113,6.7
2025/11/25,18:25:08,14.57,0.00,0.00,0.00,14.861,0.112,6.7
2025/11/25,18:30:08,14.32,0.00,0.00,0.00,14.860,0.111,6.7
2025/11/25,18:35:08,14.06,0.00,0.00,0.00,14.860,0.112,6.6
2025/11/25,18:40:08,13.79,0.00,0.00,0.00,14.860,0.112,6.7
2025/11/25,18:45:08,13.52,0.00,0.00,0.00,14.859,0.111,6.6
2025/11/25,18:50:08,13.26,0.00,0.00,0.00,14.859,0.111,6.6
2025/11/25,18:55:08,13.01,0.00,0.00,0.00,14.858,0.110,6.6
2025/11/25,19:00:08,12.77,0.00,0.00,0.00,14.856,0.109,6.6
2025/11/25,19:05:08,12.55,0.00,0.00,0.00,14.852,0.106,6.6
2025/11/25,19:10:08,12.34,0.00,0.00,0.00,14.851,0.105,6.6
2025/11/25,19:15:08,12.15,0.00,0.00,0.00,14.851,0.105,6.6
2025/11/25,19:20:08,11.98,0.00,0.00,0.00,14.851,0.105,6.6
2025/11/25,19:25:08,11.82,0.00,0.00,0.00,14.850,0.105,6.6
2025/11/25,19:30:08,11.67,0.00,0.00,0.00,14.850,0.105,6.6
2025/11/25,19:35:08,11.53,0.00,0.00,0.00,14.846,0.102,6.6
2025/11/25,19:40:08,11.41,0.00,0.00,0.00,14.841,0.099,6.6
2025/11/25,19:45:08,11.29,0.00,0.00,0.00,14.840,0.097,6.6
2025/11/25,19:50:08,11.19,0.00,0.00,0.00,14.827,0.088,6.6
2025/11/25,19:55:08,11.12,0.00,0.00,0.00,14.831,0.092,6.6
2025/11/25,20:00:08,11.06,0.00,0.00,0.00,14.837,0.095,6.6
2025/11/25,20:05:08,11.00,0.00,0.00,0.00,14.836,0.095,6.6
2025/11/25,20:10:08,10.96,0.00,0.00,0.00,14.834,0.093,6.6
2025/11/25,20:15:08,10.92,0.00,0.00,0.00,14.833,0.093,6.6
2025/11/25,20:20:08,10.90,0.00,0.00,0.00,14.831,0.091,6.6
2025/11/25,20:25:08,9.71,0.00,0.00,0.00,14.842,0.099,6.6
2025/11/25,20:30:08,9.09,0.00,0.00,0.00,14.853,0.106,6.6
2025/11/25,20:35:08,8.59,0.00,0.00,0.00,14.849,0.104,6.6
2025/11/25,20:40:08,7.85,0.00,0.00,0.00,14.849,0.104,6.6
2025/11/25,20:45:08,7.70,0.067,0.044,0.03,15.984,0.903,6.6
2025/11/25,20:50:08,7.39,0.068,0.044,0.03,16.921,1.563,6.6
2025/11/25,20:55:08,7.38,0.068,0.044,0.03,16.982,1.605,6.6
2025/11/25,21:00:08,7.37,0.068,0.044,0.03,17.038,1.645,6.6
2025/11/25,21:05:08,7.38,0.068,0.044,0.03,17.084,1.678,6.6
2025/11/25,21:10:08,7.39,0.068,0.044,0.03,17.126,1.707,6.6
2025/11/25,21:15:08,7.38,0.068,0.044,0.03,17.164,1.734,6.5
2025/11/25,21:20:08,7.38,0.068,0.044,0.03,17.202,1.761,6.6
2025/11/25,21:25:08,7.43,0.067,0.044,0.03,17.241,1.788,6.6
2025/11/25,21:30:08,7.49,0.067,0.044,0.03,17.280,1.815,6.5
2025/11/25,21:35:08,7.41,0.067,0.044,0.03,17.317,1.841,6.6
2025/11/25,21:40:08,7.41,0.067,0.044,0.03,17.354,1.867,6.6
2025/11/25,21:45:08,7.40,0.067,0.044,0.03,17.392,1.894,6.6
2025/11/25,21:50:08,7.42,0.067,0.044,0.03,17.430,1.921,6.6
2025/11/25,21:55:08,7.41,0.067,0.044,0.03,17.468,1.948,6.6
2025/11/25,22:00:08,7.44,0.067,0.044,0.03,17.510,1.978,6.5
2025/11/25,22:05:08,7.41,0.067,0.044,0.03,17.550,2.005,6.5
2025/11/25,22:10:08,7.38,0.067,0.044,0.03,17.588,2.033,6.5
2025/11/25,22:15:08,7.38,0.067,0.044,0.03,17.627,2.060,6.6
2025/11/25,22:20:08,7.39,0.068,0.044,0.03,17.664,2.085,6.5
2025/11/25,22:25:08,7.43,0.067,0.044,0.03,17.699,2.110,6.5
2025/11/25,22:30:08,7.42,0.068,0.044,0.03,17.733,2.135,6.5
2025/11/25,22:35:08,7.40,0.068,0.044,0.03,17.766,2.157,6.6
2025/11/25,22:40:08,7.42,0.068,0.044,0.03,17.794,2.177,6.5
2025/11/25,22:45:08,7.43,0.067,0.044,0.03,17.822,2.197,6.5
2025/11/25,22:50:08,7.38,0.067,0.044,0.03,17.846,2.214,6.5
2025/11/25,22:55:08,7.38,0.067,0.044,0.03,17.868,2.230,6.5
2025/11/25,23:00:08,7.39,0.067,0.044,0.03,17.889,2.244,6.6
2025/11/25,23:05:08,7.38,0.067,0.044,0.03,17.910,2.259,6.5
2025/11/25,23:10:08,7.41,0.067,0.044,0.03,17.930,2.273,6.5
2025/11/25,23:15:08,7.43,0.067,0.044,0.03,17.950,2.287,6.5
2025/11/25,23:20:08,7.43,0.067,0.044,0.03,17.967,2.299,6.6
2025/11/25,23:25:08,7.45,0.067,0.044,0.03,17.986,2.313,6.6
2025/11/25,23:30:08,7.42,0.067,0.044,0.03,18.002,2.324,6.6
2025/11/25,23:35:08,7.39,0.067,0.044,0.03,18.018,2.335,6.5
2025/11/25,23:40:08,7.39,0.067,0.044,0.03,18.030,2.343,6.5
2025/11/25,23:45:08,7.38,0.067,0.044,0.03,18.039,2.349,6.5
2025/11/25,23:50:08,7.39,0.067,0.044,0.03,18.049,2.356,6.5
2025/11/25,23:55:08,7.38,0.067,0.044,0.03,18.050,2.358,6.6
2025/11/26,00:00:08,7.38,0.067,0.044,0.03,18.045,2.354,6.5
2025/11/26,00:05:08,7.38,0.067,0.044,0.03,18.037,2.348,6.5
2025/11/26,00:10:08,7.38,0.067,0.044,0.03,18.028,2.342,6.5
2025/11/26,00:15:08,7.39,0.067,0.044,0.03,18.008,2.328,6.5
2025/11/26,00:20:08,7.39,0.067,0.044,0.03,17.987,2.313,6.6
2025/11/26,00:25:08,7.39,0.067,0.044,0.03,17.959,2.294,6.5
2025/11/26,00:30:08,7.39,0.067,0.044,0.03,17.933,2.275,6.5
2025/11/26,00:35:08,7.39,0.067,0.044,0.03,17.903,2.254,6.5
2025/11/26,00:40:08,7.39,0.067,0.044,0.03,17.874,2.233,6.5
2025/11/26,00:45:08,7.39,0.067,0.044,0.03,17.844,2.212,6.5
2025/11/26,00:50:08,7.39,0.067,0.044,0.03,17.812,2.190,6.5
2025/11/26,00:55:08,7.39,0.067,0.044,0.03,17.783,2.169,6.5
2025/11/26,01:00:08,7.40,0.067,0.044,0.03,17.755,2.150,6.5
2025/11/26,01:05:08,7.40,0.067,0.044,0.03,17.728,2.130,6.5
2025/11/26,01:10:08,7.40,0.067,0.044,0.03,17.699,2.110,6.5
2025/11/26,01:15:08,7.40,0.067,0.044,0.03,17.670,2.090,6.5
2025/11/26,01:20:08,7.41,0.067,0.044,0.03,17.636,2.066,6.5
2025/11/26,01:25:08,7.41,0.067,0.044,0.03,17.604,2.043,6.5
2025/11/26,01:30:08,7.41,0.067,0.044,0.03,17.568,2.018,6.5
2025/11/26,01:35:08,7.41,0.067,0.044,0.03,17.528,1.990,6.5
2025/11/26,01:40:08,7.41,0.067,0.044,0.03,17.483,1.958,6.5
2025/11/26,01:45:08,7.41,0.067,0.044,0.03,17.441,1.929,6.5
2025/11/26,01:50:08,7.42,0.067,0.044,0.03,17.396,1.897,6.5
2025/11/26,01:55:08,7.42,0.067,0.044,0.03,17.353,1.867,6.5
2025/11/26,02:00:08,7.42,0.067,0.044,0.03,17.303,1.832,6.6
2025/11/26,02:05:08,7.42,0.067,0.044,0.03,17.260,1.801,6.5
2025/11/26,02:10:08,7.43,0.067,0.044,0.03,17.219,1.772,6.5
2025/11/26,02:15:08,7.46,0.067,0.044,0.03,17.178,1.743,6.5
2025/11/26,02:20:08,7.43,0.067,0.044,0.03,17.134,1.712,6.6
2025/11/26,02:25:08,7.44,0.067,0.044,0.03,17.096,1.686,6.5
2025/11/26,02:30:08,7.46,0.067,0.044,0.03,17.057,1.658,6.5
2025/11/26,02:35:08,7.44,0.067,0.044,0.03,17.019,1.632,6.5
2025/11/26,02:40:08,7.44,0.067,0.044,0.03,16.980,1.605,6.5
2025/11/26,02:45:08,7.45,0.067,0.044,0.03,16.942,1.577,6.5
2025/11/26,02:50:08,7.46,0.067,0.044,0.03,16.906,1.552,6.6
2025/11/26,02:55:08,7.50,0.067,0.044,0.03,16.868,1.525,6.5
2025/11/26,03:00:08,7.46,0.067,0.044,0.03,16.831,1.499,6.5
2025/11/26,03:05:08,7.46,0.067,0.044,0.03,16.797,1.475,6.5
2025/11/26,03:10:08,7.47,0.067,0.044,0.03,16.763,1.451,6.6
2025/11/26,03:15:08,7.47,0.067,0.044,0.03,16.732,1.430,6.6
2025/11/26,03:20:08,7.47,0.067,0.044,0.03,16.700,1.407,6.5
2025/11/26,03:25:08,7.47,0.067,0.044,0.03,16.670,1.386,6.5
2025/11/26,03:30:08,7.48,0.067,0.044,0.03,16.639,1.364,6.5
2025/11/26,03:35:08,7.48,0.067,0.044,0.03,16.611,1.345,6.5
2025/11/26,03:40:08,7.47,0.067,0.044,0.03,16.585,1.326,6.5
2025/11/26,03:45:08,7.47,0.068,0.044,0.03,16.557,1.307,6.5
2025/11/26,03:50:08,7.47,0.068,0.044,0.03,16.535,1.291,6.5
2025/11/26,03:55:08,7.48,0.068,0.044,0.03,16.512,1.275,6.6
2025/11/26,04:00:08,7.48,0.068,0.044,0.03,16.490,1.259,6.5
2025/11/26,04:05:08,7.48,0.068,0.044,0.03,16.467,1.243,6.5
2025/11/26,04:10:08,7.49,0.068,0.044,0.03,16.448,1.229,6.6
2025/11/26,04:15:08,7.49,0.068,0.044,0.03,16.430,1.217,6.5
2025/11/26,04:20:08,7.49,0.068,0.044,0.03,16.414,1.206,6.6
2025/11/26,04:25:08,7.49,0.068,0.044,0.03,16.396,1.193,6.5
2025/11/26,04:30:08,7.50,0.068,0.044,0.03,16.384,1.184,6.5
2025/11/26,04:35:08,7.50,0.068,0.044,0.03,16.372,1.176,6.5
2025/11/26,04:40:08,7.50,0.068,0.044,0.03,16.363,1.170,6.5
2025/11/26,04:45:08,7.50,0.068,0.044,0.03,16.354,1.163,6.5
2025/11/26,04:50:08,7.50,0.068,0.044,0.03,16.343,1.156,6.5
2025/11/26,04:55:08,7.50,0.068,0.044,0.03,16.335,1.150,6.5
2025/11/26,05:00:08,7.51,0.068,0.044,0.03,16.328,1.145,6.5
2025/11/26,05:05:08,7.51,0.068,0.044,0.03,16.323,1.142,6.6
2025/11/26,05:10:08,7.51,0.068,0.044,0.03,16.320,1.139,6.6
2025/11/26,05:15:08,7.51,0.068,0.044,0.03,16.317,1.138,6.6
2025/11/26,05:20:08,7.52,0.068,0.044,0.03,16.315,1.136,6.5
2025/11/26,05:25:08,7.52,0.068,0.044,0.03,16.314,1.135,6.5
2025/11/26,05:30:08,7.52,0.068,0.044,0.03,16.312,1.134,6.6
2025/11/26,05:35:08,7.52,0.068,0.044,0.03,16.313,1.135,6.5
2025/11/26,05:40:08,7.52,0.068,0.044,0.03,16.313,1.135,6.5
2025/11/26,05:45:08,7.52,0.068,0.044,0.03,16.313,1.134,6.6
2025/11/26,05:50:08,7.53,0.068,0.044,0.03,16.313,1.135,6.6
2025/11/26,05:55:08,7.53,0.068,0.044,0.03,16.313,1.134,6.6
2025/11/26,06:00:08,7.53,0.068,0.044,0.03,16.313,1.134,6.5
2025/11/26,06:05:08,7.53,0.068,0.044,0.03,16.315,1.136,6.5
2025/11/26,06:10:08,7.53,0.068,0.044,0.03,16.316,1.137,6.5
2025/11/26,06:15:08,7.53,0.068,0.044,0.03,16.313,1.135,6.5
2025/11/26,06:20:08,7.54,0.068,0.044,0.03,16.314,1.135,6.5
2025/11/26,06:25:08,7.54,0.068,0.044,0.03,16.317,1.137,6.5
2025/11/26,06:30:08,7.54,0.068,0.044,0.03,16.320,1.139,6.6
2025/11/26,06:35:08,7.54,0.068,0.044,0.03,16.319,1.139,6.5
2025/11/26,06:40:08,7.55,0.068,0.044,0.03,16.320,1.139,6.5
2025/11/26,06:45:08,7.55,0.068,0.044,0.03,16.324,1.142,6.6
2025/11/26,06:50:08,7.55,0.068,0.044,0.03,16.327,1.144,6.6
2025/11/26,06:55:08,7.55,0.068,0.044,0.03,16.328,1.145,6.6
2025/11/26,07:00:08,7.55,0.068,0.044,0.03,16.331,1.147,6.6
2025/11/26,07:05:08,7.55,0.068,0.044,0.03,16.334,1.149,6.5
2025/11/26,07:10:08,7.56,0.068,0.044,0.03,16.338,1.152,6.5
2025/11/26,07:15:08,7.56,0.068,0.044,0.03,16.340,1.154,6.6
2025/11/26,07:20:08,7.56,0.068,0.044,0.03,16.344,1.156,6.6
2025/11/26,07:25:08,7.56,0.068,0.044,0.03,16.345,1.157,6.5
2025/11/26,07:30:08,7.56,0.068,0.044,0.03,16.348,1.159,6.6
2025/11/26,07:35:08,7.57,0.068,0.044,0.03,16.351,1.162,6.6
2025/11/26,07:40:08,7.57,0.068,0.044,0.03,16.353,1.163,6.6
2025/11/26,07:45:08,7.57,0.068,0.044,0.03,16.357,1.166,6.5
2025/11/26,07:50:08,7.57,0.068,0.044,0.03,16.357,1.166,6.5
2025/11/26,07:55:08,7.58,0.068,0.044,0.03,16.359,1.167,6.5
2025/11/26,08:00:08,7.58,0.068,0.044,0.03,16.361,1.168,6.6
2025/11/26,08:05:08,7.58,0.068,0.044,0.03,16.362,1.169,6.5
2025/11/26,08:10:08,7.58,0.068,0.044,0.03,16.364,1.170,6.6
2025/11/26,08:15:08,7.58,0.068,0.044,0.03,16.367,1.173,6.6
2025/11/26,08:20:08,7.59,0.068,0.044,0.03,16.370,1.175,6.5
2025/11/26,08:25:08,7.59,0.068,0.044,0.03,16.374,1.177,6.6
2025/11/26,08:30:08,7.59,0.068,0.044,0.03,16.376,1.179,6.5
2025/11/26,08:35:08,7.59,0.068,0.044,0.03,16.378,1.180,6.5
2025/11/26,08:40:08,7.60,0.068,0.044,0.03,16.379,1.181,6.5
2025/11/26,08:45:08,7.60,0.068,0.044,0.03,16.380,1.182,6.6
2025/11/26,08:50:08,7.60,0.068,0.044,0.03,16.383,1.184,6.6
2025/11/26,08:55:08,7.60,0.068,0.044,0.03,16.384,1.185,6.6
2025/11/26,09:00:08,7.60,0.068,0.044,0.03,16.385,1.185,6.6
2025/11/26,09:05:08,7.61,0.068,0.044,0.03,16.392,1.190,6.5
2025/11/26,09:10:08,7.61,0.068,0.044,0.03,16.395,1.192,6.6
2025/11/26,09:15:08,7.61,0.067,0.044,0.03,16.396,1.193,6.6
2025/11/26,09:20:08,7.61,0.068,0.044,0.03,16.401,1.197,6.5
2025/11/26,09:25:08,7.62,0.067,0.044,0.03,16.404,1.199,6.5
2025/11/26,09:30:08,7.62,0.067,0.044,0.03,16.405,1.200,6.6
2025/11/26,09:35:08,7.62,0.067,0.044,0.03,16.409,1.202,6.5
2025/11/26,09:40:08,7.63,0.067,0.044,0.03,16.414,1.205,6.5
2025/11/26,09:45:08,7.63,0.067,0.044,0.03,16.421,1.210,6.6
2025/11/26,09:50:08,7.63,0.067,0.044,0.03,16.427,1.215,6.6
2025/11/26,09:55:08,7.63,0.067,0.044,0.03,16.436,1.221,6.6
2025/11/26,10:00:08,7.64,0.067,0.044,0.03,16.445,1.228,6.6
2025/11/26,10:05:08,7.64,0.067,0.044,0.03,16.455,1.235,6.6
2025/11/26,10:10:08,7.64,0.067,0.044,0.03,16.465,1.242,6.5
2025/11/26,10:15:08,7.64,0.067,0.044,0.03,16.478,1.251,6.6
2025/11/26,10:20:08,7.65,0.067,0.044,0.03,16.493,1.261,6.5
2025/11/26,10:25:08,7.65,0.067,0.044,0.03,16.512,1.274,6.5
2025/11/26,10:30:08,7.65,0.067,0.044,0.03,16.533,1.289,6.6
2025/11/26,10:35:08,7.66,0.067,0.044,0.03,16.556,1.305,6.5
2025/11/26,10:40:08,7.66,0.067,0.044,0.03,16.584,1.326,6.5
2025/11/26,10:45:08,7.66,0.067,0.044,0.03,16.613,1.346,6.5
2025/11/26,10:50:08,7.66,0.067,0.044,0.03,16.643,1.367,6.6
2025/11/26,10:55:08,7.66,0.067,0.044,0.03,16.677,1.391,6.5
2025/11/26,11:00:08,7.67,0.067,0.044,0.03,16.710,1.414,6.6
2025/11/26,11:05:08,7.67,0.067,0.044,0.03,16.746,1.439,6.6
2025/11/26,11:10:08,7.68,0.067,0.044,0.03,16.783,1.465,6.5
2025/11/26,11:15:08,7.68,0.067,0.044,0.03,16.821,1.492,6.6
2025/11/26,11:20:08,7.68,0.067,0.044,0.03,16.862,1.521,6.6
2025/11/26,11:25:08,7.68,0.067,0.044,0.03,16.901,1.549,6.5
2025/11/26,11:30:08,7.68,0.067,0.044,0.03,16.937,1.574,6.6
2025/11/26,11:35:08,7.68,0.067,0.044,0.03,16.975,1.601,6.6
2025/11/26,11:40:08,7.69,0.067,0.044,0.03,17.011,1.626,6.5
2025/11/26,11:45:08,7.69,0.067,0.044,0.03,17.051,1.655,6.6
2025/11/26,11:50:08,7.70,0.067,0.044,0.03,17.091,1.682,6.5
2025/11/26,11:55:08,7.77,0.067,0.043,0.03,17.135,1.713,6.5
2025/11/26,12:00:08,7.75,0.067,0.043,0.03,17.177,1.743,6.6
2025/11/26,12:05:08,7.78,0.067,0.043,0.03,17.221,1.774,6.6
2025/11/26,12:10:08,7.71,0.067,0.044,0.03,17.265,1.805,6.6
2025/11/26,12:15:08,7.76,0.067,0.043,0.03,17.309,1.836,6.5
2025/11/26,12:20:08,7.72,0.067,0.044,0.03,17.356,1.869,6.6
2025/11/26,12:25:08,7.75,0.067,0.043,0.03,17.396,1.897,6.5
2025/11/26,12:30:08,7.74,0.067,0.043,0.03,17.439,1.928,6.6
2025/11/26,12:35:08,7.71,0.067,0.044,0.03,17.477,1.954,6.6
2025/11/26,12:40:08,7.71,0.067,0.043,0.03,17.510,1.978,6.5
2025/11/26,12:45:08,7.71,0.067,0.043,0.03,17.537,1.996,6.6
2025/11/26,12:50:08,7.71,0.067,0.043,0.03,17.561,2.013,6.6
2025/11/26,12:55:08,7.71,0.067,0.043,0.03,17.578,2.025,6.6
2025/11/26,13:00:08,7.72,0.067,0.043,0.03,17.593,2.036,6.6
2025/11/26,13:05:08,7.72,0.067,0.043,0.03,17.604,2.044,6.6
2025/11/26,13:10:08,7.72,0.067,0.043,0.03,17.617,2.053,6.5
2025/11/26,13:15:08,7.72,0.067,0.043,0.03,17.625,2.059,6.6
2025/11/26,13:20:08,7.72,0.067,0.043,0.03,17.632,2.063,6.5
2025/11/26,13:25:08,7.73,0.067,0.043,0.03,17.639,2.068,6.6
2025/11/26,13:30:08,7.73,0.067,0.043,0.03,17.641,2.069,6.6
2025/11/26,13:35:08,7.73,0.067,0.043,0.03,17.640,2.069,6.6
2025/11/26,13:40:08,7.73,0.067,0.043,0.03,17.643,2.071,6.6
2025/11/26,13:45:08,7.73,0.067,0.043,0.03,17.646,2.073,6.6
2025/11/26,13:50:08,7.74,0.067,0.043,0.03,17.645,2.072,6.6
2025/11/26,13:55:08,7.75,0.067,0.043,0.03,17.643,2.071,6.6
2025/11/26,14:00:08,7.74,0.067,0.043,0.03,17.640,2.069,6.6
2025/11/26,14:05:08,7.74,0.067,0.043,0.03,17.633,2.064,6.5
2025/11/26,14:10:08,7.74,0.067,0.043,0.03,17.623,2.057,6.6
2025/11/26,14:15:08,7.75,0.067,0.043,0.03,17.609,2.047,6.5
2025/11/26,14:20:08,7.75,0.067,0.043,0.03,17.594,2.037,6.6
2025/11/26,14:25:08,7.75,0.067,0.043,0.03,17.582,2.028,6.6
2025/11/26,14:30:08,7.75,0.067,0.043,0.03,17.566,2.017,6.5
2025/11/26,14:35:08,7.76,0.066,0.043,0.03,17.549,2.005,6.6
2025/11/26,14:40:08,7.76,0.066,0.043,0.03,17.532,1.993,6.6
2025/11/26,14:45:08,7.77,0.066,0.043,0.03,17.512,1.978,6.6
2025/11/26,14:50:08,7.77,0.066,0.043,0.03,17.488,1.962,6.6
2025/11/26,14:55:08,7.77,0.066,0.043,0.03,17.466,1.947,6.6
2025/11/26,15:00:08,7.77,0.066,0.043,0.03,17.441,1.929,6.6
2025/11/26,15:05:08,7.77,0.066,0.043,0.03,17.417,1.912,6.5
2025/11/26,15:10:08,7.78,0.066,0.043,0.03,17.390,1.893,6.6
2025/11/26,15:15:08,7.78,0.066,0.043,0.03,17.361,1.873,6.6
2025/11/26,15:20:08,7.78,0.066,0.043,0.03,17.336,1.855,6.6
2025/11/26,15:25:08,7.78,0.066,0.043,0.03,17.308,1.835,6.6
2025/11/26,15:30:08,7.78,0.066,0.043,0.03,17.279,1.815,6.5
2025/11/26,15:35:08,7.79,0.066,0.043,0.03,17.249,1.793,6.6
2025/11/26,15:40:08,7.79,0.066,0.043,0.03,17.220,1.773,6.6
2025/11/26,15:45:08,7.80,0.066,0.043,0.03,17.191,1.753,6.6
2025/11/26,15:50:08,7.80,0.066,0.043,0.03,17.166,1.735,6.6
2025/11/26,15:55:08,7.80,0.066,0.043,0.03,17.139,1.716,6.6
2025/11/26,16:00:08,7.80,0.066,0.043,0.03,17.112,1.697,6.6
2025/11/26,16:05:08,7.80,0.066,0.043,0.03,17.087,1.680,6.6
2025/11/26,16:10:08,7.80,0.066,0.043,0.03,17.063,1.663,6.6
2025/11/26,16:15:08,7.80,0.066,0.043,0.03,17.041,1.647,6.6
2025/11/26,16:20:08,7.81,0.066,0.043,0.03,17.017,1.630,6.6
2025/11/26,16:25:08,7.81,0.066,0.043,0.03,16.991,1.612,6.6
2025/11/26,16:30:08,7.81,0.066,0.043,0.03,16.967,1.595,6.6
2025/11/26,16:35:08,7.81,0.066,0.043,0.03,16.943,1.578,6.6
2025/11/26,16:40:08,7.82,0.066,0.043,0.03,16.920,1.562,6.6
2025/11/26,16:45:08,7.82,0.066,0.043,0.03,16.895,1.544,6.6
2025/11/26,16:50:08,7.83,0.066,0.043,0.03,16.872,1.528,6.6
2025/11/26,16:55:08,7.83,0.066,0.043,0.03,16.852,1.514,6.6
2025/11/26,17:00:08,7.84,0.066,0.043,0.03,16.829,1.498,6.6
2025/11/26,17:05:08,7.84,0.066,0.043,0.03,16.808,1.483,6.6
2025/11/26,17:10:08,7.85,0.066,0.043,0.03,16.789,1.469,6.5
2025/11/26,17:15:08,7.85,0.066,0.043,0.03,16.768,1.455,6.6
2025/11/26,17:20:08,7.86,0.066,0.043,0.03,16.746,1.440,6.6
2025/11/26,17:25:08,7.86,0.066,0.043,0.03,16.729,1.428,6.6
2025/11/26,17:30:08,7.87,0.066,0.043,0.03,16.710,1.414,6.6
2025/11/26,17:35:08,7.87,0.066,0.043,0.03,16.692,1.402,6.6
2025/11/26,17:40:08,7.88,0.065,0.043,0.03,16.675,1.389,6.6
2025/11/26,17:45:08,7.88,0.065,0.043,0.03,16.659,1.378,6.6
2025/11/26,17:50:08,7.89,0.065,0.043,0.03,16.645,1.368,6.6
2025/11/26,17:55:08,7.89,0.065,0.043,0.03,16.630,1.358,6.6
2025/11/26,18:00:08,7.90,0.065,0.043,0.03,16.615,1.348,6.6
2025/11/26,18:05:08,7.90,0.065,0.043,0.03,16.604,1.340,6.6
2025/11/26,18:10:08,7.91,0.065,0.043,0.03,16.595,1.333,6.5
2025/11/26,18:15:08,7.92,0.065,0.042,0.03,16.588,1.328,6.6
2025/11/26,18:20:08,7.92,0.065,0.042,0.03,16.578,1.321,6.6
2025/11/26,18:25:08,7.93,0.065,0.042,0.03,16.566,1.313,6.6
2025/11/26,18:30:08,7.93,0.065,0.042,0.03,16.560,1.308,6.6
2025/11/26,18:35:08,7.94,0.065,0.042,0.03,16.552,1.303,6.6
2025/11/26,18:40:08,7.94,0.065,0.042,0.03,16.548,1.300,6.6
2025/11/26,18:45:08,7.95,0.065,0.042,0.03,16.544,1.297,6.6
2025/11/26,18:50:08,7.96,0.065,0.042,0.03,16.536,1.291,6.6
2025/11/26,18:55:08,7.96,0.065,0.042,0.03,16.530,1.287,6.6
2025/11/26,19:00:08,7.97,0.065,0.042,0.03,16.527,1.285,6.6
2025/11/26,19:05:08,7.97,0.065,0.042,0.03,16.518,1.279,6.6
2025/11/26,19:10:08,7.98,0.065,0.042,0.03,16.517,1.278,6.6
2025/11/26,19:15:08,7.98,0.065,0.042,0.03,16.514,1.276,6.6
2025/11/26,19:20:08,7.99,0.065,0.042,0.03,16.512,1.274,6.6
2025/11/26,19:25:08,7.99,0.065,0.042,0.03,16.510,1.274,6.6
2025/11/26,19:30:08,8.00,0.065,0.042,0.03,16.507,1.271,6.6
2025/11/26,19:35:08,8.01,0.065,0.042,0.03,16.505,1.270,6.6
2025/11/26,19:40:08,8.01,0.065,0.042,0.03,16.505,1.270,6.6
2025/11/26,19:45:08,8.02,0.065,0.042,0.03,16.507,1.272,6.6
2025/11/26,19:50:08,8.02,0.065,0.042,0.03,16.506,1.271,6.6
2025/11/26,19:55:08,8.03,0.065,0.042,0.03,16.509,1.273,6.6
2025/11/26,20:00:08,8.04,0.065,0.042,0.03,16.515,1.277,6.6
2025/11/26,20:05:08,8.04,0.065,0.042,0.03,16.519,1.279,6.6
2025/11/26,20:10:08,8.05,0.065,0.042,0.03,16.524,1.283,6.6
2025/11/26,20:15:08,8.06,0.065,0.042,0.03,16.529,1.287,6.6
2025/11/26,20:20:08,8.07,0.065,0.042,0.03,16.534,1.290,6.6
2025/11/26,20:25:08,8.07,0.065,0.042,0.03,16.543,1.296,6.5
2025/11/26,20:30:08,8.08,0.065,0.042,0.03,16.554,1.304,6.6
2025/11/26,20:35:08,8.09,0.065,0.042,0.03,16.566,1.313,6.6
2025/11/26,20:40:08,8.09,0.065,0.042,0.03,16.581,1.323,6.6
2025/11/26,20:45:08,8.10,0.065,0.042,0.03,16.599,1.336,6.6
2025/11/26,20:50:08,8.11,0.065,0.042,0.03,16.620,1.350,6.6
2025/11/26,20:55:08,8.12,0.065,0.042,0.03,16.644,1.367,6.6
2025/11/26,21:00:08,8.13,0.065,0.042,0.03,16.668,1.385,6.6
